,Age,Hours per day,While working,Instrumentalist,Composer,Exploratory,Foreign languages,BPM,Frequency [Classical],Frequency [Country],Frequency [EDM],Frequency [Folk],Frequency [Gospel],Frequency [Hip hop],Frequency [Jazz],Frequency [K pop],Frequency [Latin],Frequency [Lofi],Frequency [Metal],Frequency [Pop],Frequency [R&B],Frequency [Rap],Frequency [Rock],Frequency [Video game music],Anxiety,Depression,Insomnia,OCD,Music effects,Fav genre_Classical,Fav genre_Country,Fav genre_EDM,Fav genre_Folk,Fav genre_Gospel,Fav genre_Hip hop,Fav genre_Jazz,Fav genre_K pop,Fav genre_Latin,Fav genre_Lofi,Fav genre_Metal,Fav genre_Pop,Fav genre_R&B,Fav genre_Rap,Fav genre_Rock,Fav genre_Video game music,Primary streaming service_Apple Music,Primary streaming service_No service,Primary streaming service_Other,Primary streaming service_Pandora,Primary streaming service_Spotify,Primary streaming service_YouTube Music
116,2,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,3,0,0,1,2,0,7,3,2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
117,2,0,0,0,1,1,0,0,0,0,3,0,1,2,2,0,0,0,0,3,3,2,2,0,2,7,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
118,1,1,1,0,0,1,0,0,1,2,2,2,0,1,1,1,0,3,2,3,3,2,3,2,7,8,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
119,3,0,0,0,0,1,0,0,1,2,0,3,0,1,1,0,0,0,0,2,0,1,3,1,4,7,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
120,2,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2,0,0,3,3,0,2,3,2,7,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
121,2,1,1,0,0,1,1,0,0,2,2,0,0,3,0,0,0,1,1,1,1,2,3,2,5,2,8,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
122,1,0,1,1,1,1,1,0,1,0,2,2,0,3,2,1,1,1,3,1,1,3,3,0,10,7,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
123,2,0,0,0,0,1,0,0,0,1,0,1,0,2,1,0,0,3,2,1,2,2,3,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
124,3,2,1,0,0,1,1,0,1,0,0,1,0,0,3,0,1,1,1,0,2,0,3,2,7,2,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
125,2,4,0,1,1,0,1,0,2,2,3,3,0,0,1,0,0,0,1,0,1,0,2,2,4,7,7,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
126,2,1,1,1,1,1,1,0,2,1,2,1,0,1,2,2,2,2,3,3,1,1,3,3,4,5,6,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
127,1,0,1,1,1,1,0,0,1,0,2,3,1,2,0,0,0,2,2,3,1,3,3,3,7,10,5,6,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
128,2,0,0,0,0,1,0,0,2,0,1,1,0,1,0,0,0,0,3,2,2,2,3,1,6,4,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
129,3,2,1,0,0,1,1,0,2,1,2,3,0,1,2,1,1,2,2,2,1,1,3,2,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
130,3,0,1,1,0,1,0,0,2,0,0,1,2,0,1,0,0,0,0,2,1,0,2,2,6,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
131,3,2,1,0,0,0,0,0,2,1,0,2,0,1,1,0,1,1,2,2,2,1,3,3,10,8,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
132,3,2,1,0,0,1,1,0,2,0,1,0,0,2,1,0,0,1,1,3,3,3,3,3,10,8,2,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
133,3,0,0,0,0,1,0,0,1,0,3,1,1,2,1,0,1,1,0,2,1,1,1,0,3,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
134,2,1,1,1,0,1,0,0,0,0,0,3,0,2,0,0,0,2,3,1,0,1,3,2,8,9,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
135,2,0,1,1,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,2,3,8,3,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
136,2,1,1,1,0,1,0,0,3,1,0,0,0,0,0,1,0,2,0,3,0,0,1,2,3,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
137,2,0,1,1,0,1,1,0,1,1,0,0,0,1,0,3,1,1,1,3,1,1,1,0,6,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
138,1,1,1,0,1,0,0,0,1,2,2,0,0,1,0,2,0,2,0,3,0,1,3,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
139,2,0,1,0,0,0,0,0,2,1,1,2,0,1,0,0,0,1,1,3,3,1,3,0,6,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
140,1,1,1,0,0,1,1,0,3,0,0,0,2,2,1,2,0,3,0,3,2,2,1,3,3,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
141,1,0,1,0,0,1,1,0,3,0,0,0,0,3,0,2,0,1,0,3,3,3,0,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
142,3,4,1,0,0,1,1,0,2,0,2,0,0,2,1,0,0,1,3,3,1,2,3,1,5,6,6,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
143,5,2,1,0,0,1,1,0,3,2,3,1,1,2,2,1,2,1,1,3,3,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
144,2,0,1,0,0,0,0,0,0,0,3,0,0,1,0,1,0,1,0,0,0,0,1,1,0,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
145,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,2,0,3,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
146,2,2,1,1,1,1,1,0,2,1,3,3,1,3,3,1,2,2,2,3,3,3,2,2,8,8,8,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
147,1,0,1,1,1,1,0,0,2,0,0,0,0,1,2,0,0,1,2,3,0,1,3,1,5,2,3,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
148,2,1,1,1,0,1,0,0,1,1,0,3,1,1,2,0,0,1,1,2,2,1,2,2,8,8,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
149,2,3,1,0,0,1,0,0,0,0,3,0,0,2,0,1,0,0,1,2,2,2,2,0,6,8,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
150,2,1,1,0,0,1,1,0,1,3,2,1,0,3,1,0,3,2,1,3,3,3,2,2,6,8,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
151,3,1,1,1,1,1,1,0,1,1,2,3,0,2,1,0,2,3,1,2,3,1,3,1,6,6,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
152,2,1,1,0,0,0,0,0,0,0,0,2,2,2,2,0,1,0,1,1,1,2,3,3,9,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
153,2,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,2,0,0,3,2,3,3,1,7,7,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
154,2,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,2,2,1,2,3,0,10,7,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
155,2,0,1,1,0,1,1,0,1,0,0,2,0,1,0,0,0,1,3,1,0,1,3,2,1,3,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
156,1,0,1,1,0,0,1,0,1,0,0,0,0,1,3,3,0,3,0,3,3,2,0,2,5,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
157,3,1,1,0,0,1,1,0,1,2,1,1,0,2,2,1,0,0,2,2,1,1,3,2,6,8,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
158,4,1,1,0,0,1,0,0,1,0,2,3,0,3,2,1,1,2,1,3,3,2,3,1,7,2,0,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
159,2,0,1,1,0,1,1,0,1,0,1,0,0,2,0,0,0,0,3,1,0,2,3,2,6,9,9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
160,2,0,0,0,0,0,1,0,2,0,0,0,0,1,0,3,3,2,0,2,3,1,1,2,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
161,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3,0,1,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
162,5,0,1,0,0,1,0,0,2,0,3,2,0,2,1,1,1,2,2,2,1,1,3,2,8,8,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
163,2,1,1,1,1,1,0,0,2,1,1,2,0,1,1,1,0,2,3,3,1,2,3,2,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
164,3,4,1,0,0,1,1,0,0,1,2,2,0,2,1,1,1,2,3,3,2,2,3,2,8,8,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
165,2,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,2,3,2,1,1,3,0,6,4,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
166,3,1,1,0,0,1,1,0,2,0,0,1,0,2,1,0,0,1,3,0,1,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
167,3,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,3,2,0,2,3,2,5,5,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
168,2,1,1,1,0,1,1,0,2,0,0,3,1,1,1,3,0,2,0,2,2,1,2,2,8,9,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
169,4,1,1,1,0,0,1,0,2,1,3,1,0,2,3,0,1,1,2,1,1,1,2,1,8,8,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
170,6,0,1,0,0,0,0,0,1,2,0,1,3,0,0,0,1,0,0,2,1,0,2,0,3,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
171,2,2,1,0,0,0,1,0,2,1,1,2,2,2,1,0,0,3,3,0,0,2,3,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
172,2,0,1,0,0,1,0,0,1,0,0,1,0,2,1,0,0,2,0,3,2,1,2,1,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
173,3,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,3,1,0,0,2,1,1,7,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
174,1,0,0,1,1,1,0,0,2,1,0,0,1,2,2,1,0,2,0,2,2,1,1,2,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
175,2,0,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1,0,3,3,1,0,0,5,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
176,3,0,1,0,0,1,1,0,1,0,3,0,0,0,0,3,0,1,3,1,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
177,2,0,1,0,0,1,0,0,0,1,1,0,0,1,3,2,1,3,0,3,2,1,1,3,8,6,5,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
178,2,2,1,1,1,1,1,0,2,1,0,3,1,1,2,0,1,2,1,3,2,1,3,1,9,4,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
179,4,0,0,0,0,1,1,0,0,0,1,2,1,2,1,0,2,0,0,3,2,1,3,0,4,6,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
180,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,2,1,2,0,1,3,3,7,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
181,3,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,3,1,0,2,1,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
182,2,0,1,0,0,0,1,0,1,2,1,2,0,3,1,0,3,3,3,3,3,3,3,1,8,8,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
183,2,1,1,0,0,0,0,0,1,0,0,1,1,2,1,0,3,3,1,2,3,2,2,2,7,6,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
184,2,0,1,1,0,1,1,0,3,0,0,1,1,2,2,3,1,3,0,2,3,2,0,1,7,2,3,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
185,1,0,0,0,0,1,0,0,0,2,1,2,1,1,0,1,0,2,0,3,1,1,3,1,10,3,5,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
186,2,0,1,0,0,1,1,0,1,2,1,1,0,2,1,0,0,1,1,3,2,2,3,0,7,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
187,3,1,1,1,0,0,1,0,3,0,1,0,1,2,1,0,2,0,2,1,0,2,2,0,6,8,9,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
188,2,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,3,0,2,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
189,1,0,1,1,1,0,0,0,1,0,3,1,0,0,0,0,0,1,1,2,1,0,3,3,7,4,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
190,2,0,1,1,0,1,1,0,3,1,1,3,0,1,0,0,0,2,2,1,0,1,3,3,7,5,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
191,1,0,1,0,0,1,1,0,1,1,0,0,2,2,1,3,0,1,0,2,3,2,0,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
192,2,0,1,1,0,1,1,0,2,2,1,3,0,0,0,1,1,0,3,1,0,0,3,3,3,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
193,2,1,1,0,0,1,1,0,2,1,0,1,0,2,2,1,0,1,0,2,3,3,3,1,9,10,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
194,3,0,0,1,0,1,0,0,2,2,1,2,0,1,0,0,0,0,2,2,0,1,3,0,8,5,8,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
195,2,1,1,0,0,0,0,0,1,3,1,0,0,1,1,0,2,0,1,3,1,0,2,0,8,7,7,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
196,2,2,1,0,0,1,1,0,2,1,0,2,1,1,2,1,1,1,3,2,1,1,3,2,9,9,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
197,2,2,1,0,0,1,0,0,0,3,1,2,0,1,0,0,0,0,2,2,0,1,3,0,9,8,9,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
198,3,2,1,0,0,1,1,0,1,2,2,2,1,3,1,1,2,2,2,3,3,3,3,2,9,3,7,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
199,3,0,1,0,0,1,0,0,0,1,1,1,0,2,0,1,0,2,1,2,3,1,3,1,10,8,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
200,2,1,1,0,0,1,1,0,1,0,2,2,0,1,0,1,0,2,3,2,1,1,3,2,9,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
201,2,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,3,1,1,2,2,7,7,8,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
202,2,1,1,0,1,1,1,0,2,0,2,2,0,0,0,0,0,1,1,1,1,0,3,1,9,10,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
203,4,1,1,0,0,1,1,0,1,1,1,3,1,2,1,0,1,2,0,1,2,2,1,2,9,9,8,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
204,2,1,1,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,3,1,0,0,3,1,9,10,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
205,2,2,1,1,1,1,1,0,2,1,3,1,1,1,2,2,0,1,3,2,2,1,2,2,10,9,8,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
206,2,2,1,0,1,0,1,0,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,6,5,6,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
207,1,0,0,0,0,0,1,0,2,0,1,0,0,3,1,1,0,1,0,2,3,2,0,1,8,6,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
208,4,0,0,0,0,1,0,0,2,1,2,1,0,2,0,0,0,0,3,2,2,2,3,1,8,3,6,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
209,3,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,3,1,1,3,1,4,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
210,3,0,1,0,0,1,1,0,2,1,2,1,0,2,1,1,0,0,0,3,1,1,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
211,2,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,2,3,1,10,10,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
212,2,1,1,0,0,1,1,0,1,0,0,2,0,3,2,0,2,2,0,3,1,3,3,3,8,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
213,2,0,0,0,0,0,1,0,0,0,2,0,0,1,0,2,2,1,0,3,2,1,2,1,4,9,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
214,2,2,1,0,0,1,1,0,0,0,1,3,0,1,1,0,3,1,2,3,1,2,3,1,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
215,4,1,1,0,0,1,0,0,1,2,2,2,0,3,1,0,0,2,2,2,3,3,3,0,9,2,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
216,3,0,1,0,0,1,1,0,2,1,1,2,0,2,1,1,2,3,3,2,2,2,3,3,8,6,7,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
217,3,0,1,1,0,1,1,0,0,2,1,3,2,1,1,1,1,1,2,1,3,1,3,1,6,5,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
218,2,1,1,0,0,1,1,0,2,1,1,3,0,1,2,0,0,2,2,3,1,1,3,2,8,5,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
219,4,3,1,1,1,0,1,0,2,1,2,1,0,1,1,0,0,0,3,1,0,1,2,3,7,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
220,2,1,1,1,0,1,0,0,2,0,0,1,0,0,2,0,0,1,1,2,0,0,3,1,10,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
221,2,0,1,0,0,1,1,0,1,0,2,0,0,0,0,3,0,0,1,2,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
222,2,2,1,0,0,0,1,0,0,2,3,1,1,2,0,3,1,1,1,3,2,2,1,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
223,2,5,1,0,0,1,1,0,0,0,0,0,0,2,0,3,2,0,1,3,2,2,1,0,3,7,5,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
224,3,3,1,0,0,1,1,0,1,1,1,2,0,0,1,1,1,3,2,3,0,1,2,2,9,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
225,1,0,1,0,0,1,1,0,1,1,1,1,1,2,2,2,0,0,1,3,1,2,2,0,5,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
226,2,0,1,0,0,0,1,0,0,1,0,3,0,1,2,0,0,1,1,1,0,0,2,3,8,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
227,3,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,3,1,2,2,1,8,10,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
228,4,0,1,0,0,1,1,0,2,0,2,1,0,1,1,0,0,1,3,1,1,1,3,0,3,6,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
229,7,1,1,0,0,0,0,0,2,1,2,1,0,1,2,1,1,0,1,2,1,1,2,1,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
230,1,0,1,1,0,1,1,0,1,0,0,2,0,2,1,0,0,0,2,3,1,2,3,1,7,5,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
231,2,2,1,0,0,1,0,0,2,0,0,1,0,1,2,0,0,0,1,2,0,1,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
232,3,1,1,1,1,1,1,0,1,3,1,2,1,3,2,1,2,2,2,2,1,2,3,0,9,9,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
233,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,1,1,3,0,3,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
234,3,2,1,0,0,1,1,0,2,1,0,3,1,0,1,0,0,2,2,1,0,0,3,0,9,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
235,3,0,0,1,0,1,0,0,2,2,2,1,0,1,0,0,0,1,3,3,1,2,3,2,7,6,6,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
236,3,2,1,0,1,1,1,0,1,0,2,3,2,1,1,2,2,3,2,3,2,0,3,3,0,9,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
237,5,0,0,0,0,1,1,0,1,0,3,2,0,2,0,1,2,0,0,3,1,2,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
238,2,2,1,1,1,1,1,0,2,1,0,1,0,0,1,0,0,0,3,1,0,0,3,0,6,9,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
239,2,0,1,0,1,1,0,0,1,1,3,1,0,2,2,2,0,1,3,3,1,2,3,1,6,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
